"","inchikey","COMPOUND_ID","ID","SPECIES_TEXT","SPECIES_ACCESSION","COMPONENT_TEXT","COMPONENT_ACCESSION","STRAIN_TEXT","STRAIN_ACCESSION","SOURCE_TYPE","SOURCE_ACCESSION","COMMENTS","V12","STATUS","CHEBI_ACCESSION","SOURCE","PARENT_ID","NAME","DEFINITION","MODIFIED_ON","CREATED_BY","STAR","kingdom","superclass","class","subclass","direct_parent","molecular_framework","predicted_lipimaps_terms"
"4756","HILDKBKUEBHUIK-LEGLZOIHSA-N",89294,13351,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","Article","Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)","null","","E","CHEBI:89294","HMDB","null","PC(20:3(8Z,11Z,14Z)/22:1(13Z))","null","null","LOADER",2,"","","","","","",""
"4757","HILDKBKUEBHUIK-LEGLZOIHSA-N",89294,13350,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:89294","HMDB","null","PC(20:3(8Z,11Z,14Z)/22:1(13Z))","null","null","LOADER",2,"","","","","","",""
"4758","HILKKSGKHWLFAN-QWOHJRRRSA-N",69816,5257,"Euphorbia fischeriana","NCBI:txid1035560","whole plant","BTO:0001461","null","null","PubMed Id","21534540","90% EtOH extract of dried and powdered plant","","E","CHEBI:69816","MolConn","null","fischeroside B","null","2014-09-22","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides","Aromatic heteropolycyclic compounds","Tigliane and ingenane diterpenoids (PR010433), Dicarboxylic acids (FA0117), C20 isoprenoids (diterpenes) (PR0104), Prenol Lipids (PR)"
"4759","HILTUFAERVOALR-MQXYEJFFSA-N",134550,22775,"Papio hamadryas","NCBI:txid9557","null","null","null","null","MetaboLights","MTBLS426","null","","C","CHEBI:134550","ChEBI","null","N-docosanoyl-(4E,14Z)-sphinga-4,14-dienine","A ceramide obtained by formal condensation of the carboxy group of docosanoic acid with the amino group of (4E,14Z)-sphinga-4,14-dienine.","2017-07-06","mwilliams",3,"Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Ceramides","Aliphatic acyclic compounds","N-acyl amines (FA0802), Ceramides (SP02), Fatty Acyls (FA), Fatty amides (FA08), Sphingolipids (SP)"
"4760","HIPHWDZPUSZGPV-FIUKSXRLSA-N",59377,21356,"Mycobacterium avium","NCBI:txid1764","null","null","null","null","PubMed Id","2476400","null","","C","CHEBI:59377","ChEBI","null","acetyl-GPL-2","A glycopeptidolipid antigen from clinically prominent members of the Mycobacterium avium serocomplex.","2016-12-15","stevet",3,"","","","","","",""
"4761","HIPXPNHGBRGNFB-WWQAAKFXSA-N",66806,2196,"Oceanapia","NCBI:txid283402","null","null","null","null","PubMed Id","15987164","null","","C","CHEBI:66806","MolConn","null","oceanalin A","A glycosphingolipid isolated from a marine sponge Oceanapia sp. that exhibits antifungal activity against fluconazole-resistant yeast Candida glabrata with an MIC value of 30 mug/ml.","2012-10-26","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides","Aromatic heteropolycyclic compounds","Fatty acyl glycosides (FA13), Fatty acyl glycosides of mono- and disaccharides (FA1301), Fatty Acyls (FA)"
"4762","HIQLOIOGTRDMIW-LWSJSWBQSA-N",70614,6287,"Ferula gumosa","NCBI:txid371349","root","BTO:0001188","null","null","PubMed Id","20961138","The plant powder was extracted with MeOH","","E","CHEBI:70614","MolConn","null","conferol, (rel)-","null","2014-09-22","LOADER",2,"","","","","","",""
"4763","HIQLOIOGTRDMIW-NKXAJQEDSA-N",70612,6285,"Ferula gumosa","NCBI:txid371349","root","BTO:0001188","null","null","PubMed Id","20961138","The plant powder was extracted with MeOH","","E","CHEBI:70612","MolConn","null","ferocaulidin","null","2014-09-22","LOADER",2,"Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives","Aromatic heteropolycyclic compounds","Benzopyranoids (PK1311)"
"4764","HIQLOIOGTRDMIW-QSOCRCLWSA-N",70613,6286,"Ferula gumosa","NCBI:txid371349","root","BTO:0001188","null","null","PubMed Id","20961138","The plant powder was extracted with MeOH","","E","CHEBI:70613","MolConn","null","ligupersin A","null","2014-09-22","LOADER",2,"Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives","Aromatic heteropolycyclic compounds","Benzopyranoids (PK1311)"
"4765","HITJFUSPLYBJPE-UHFFFAOYSA-N",4582,8584,"Cannabis sativa","NCBI:txid3483","null","null","null","null","DOI","10.1021/np50031a011","null","","C","CHEBI:4582","KEGG COMPOUND","null","dihydroresveratrol","A stilbenol that is 1,1'-ethane-1,2-diyldibenzene with hydroxy groups at positions 1, 3 and 4'.","2014-12-09","CHEBI",3,"Organic compounds","Phenylpropanoids and polyketides","Stilbenes","","Stilbenes","Aromatic homomonocyclic compounds","Diphenyl ethers, biphenyls, dibenzyls and stilbenes (PK1309)"
"4766","HITOYGLMAFIRNI-JCKUYFFHSA-N",89742,15128,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","21359215","null","","E","CHEBI:89742","HMDB","null","11Z-Octadecenylcarnitine","null","2017-03-02","LOADER",2,"","","","","","",""
"4767","HIVSMYZAMUNFKZ-PNPVFPMQSA-N",28325,7171,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:28325","ChEBI","null","(S)-3-hydroxydecanoyl-CoA","A 3-hydroxyacyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of 3-hydroxydecanoic acid.","2016-01-21","CHEBI",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","(S)-3-hydroxyacyl CoAs","Aromatic heteropolycyclic compounds","Fatty acyl CoAs (FA0705), N-acyl amines (FA0802), Fatty Acyls (FA), Fatty amides (FA08)"
"4768","HIVSMYZAMUNFKZ-PNPVFPMQSA-N",28325,16663,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:28325","ChEBI","null","(S)-3-hydroxydecanoyl-CoA","A 3-hydroxyacyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of 3-hydroxydecanoic acid.","2016-01-21","CHEBI",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","(S)-3-hydroxyacyl CoAs","Aromatic heteropolycyclic compounds","Fatty acyl CoAs (FA0705), N-acyl amines (FA0802), Fatty Acyls (FA), Fatty amides (FA08)"
"4769","HIXAZEWYTJZKID-PYOQPOKHSA-N",89927,15726,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:89927","HMDB","null","PC(P-18:1(11Z)/20:2(11Z,14Z))","null","null","LOADER",2,"","","","","","",""
"4770","HIXAZEWYTJZKID-PYOQPOKHSA-N",89927,15727,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","Article","Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)","null","","E","CHEBI:89927","HMDB","null","PC(P-18:1(11Z)/20:2(11Z,14Z))","null","null","LOADER",2,"","","","","","",""
"4771","HJBMLXDFAMFHQW-QGYSHCINSA-N",88783,11519,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:88783","HMDB","null","DG(14:1(9Z)/18:1(9Z)/0:0)","null","null","LOADER",2,"","","","","","",""
"4772","HJCQEFXCUBGQOE-RWPYJWJNSA-N",69504,4833,"Rubia yunnanensis","IPNI:765385-1","root","BTO:0001188","null","null","PubMed Id","21973054","Methanolic extract of air dried powdered roots.","","C","CHEBI:69504","MolConn","null","rubiyunnanol C","A pentacyclic triterpenoid of the class of arborinane-type terpenoids isolated from the roots of Rubia yunnanensis.","2014-01-08","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","Aliphatic homopolycyclic compounds","Sterol Lipids (ST), C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
"4773","HJCSSOXITDMEEP-ZUOACUPQSA-N",70180,5718,"Isaria farinosa","NCBI:txid89141","null","null","null","null","PubMed Id","21158423","EtOAc extract of fermented material of fungus inhabiting fruiting bodieds of Cordyceps sinensis","","E","CHEBI:70180","MolConn","null","Militarinone F, (rel)-","null","2014-09-22","LOADER",2,"","","","","","",""
"4774","HJFZAYHYIWGLNL-UHFFFAOYSA-N",89791,15271,"Homo sapiens","NCBI:txid9606","faeces","UBERON:0001988","null","null","PubMed Id","21386183","null","","E","CHEBI:89791","HMDB","null","2,6-Dimethylpyrazine","null","null","LOADER",2,"Organic compounds","Organoheterocyclic compounds","Diazines","Pyrazines","Pyrazines","Aromatic heteromonocyclic compounds",""
"4775","HJGHXDNIPAWLLE-OWOJBTEDSA-N",28960,18496,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:28960","ChEBI","null","trans-3-chloroprop-2-en-1-ol","null","2016-01-27","CHEBI",3,"Organic compounds","Organohalogen compounds","Vinyl halides","Vinyl chlorides","Vinyl chlorides","Aliphatic acyclic compounds",""
"4776","HJGHXDNIPAWLLE-UPHRSURJSA-N",28967,18493,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:28967","ChEBI","null","cis-3-chloroprop-2-en-1-ol","null","2016-01-27","CHEBI",3,"Organic compounds","Organohalogen compounds","Vinyl halides","Vinyl chlorides","Vinyl chlorides","Aliphatic acyclic compounds",""
"4777","HJKVPZJVBHWFCQ-BDXSIMOUSA-N",62844,21994,"Glycine max","NCBI:txid3847","seed","BTO:0001226","null","null","PubMed Id","25369450","null","","C","CHEBI:62844","ChEBI","null","estra-1,3,5(10)-trien-3-ol","A 3-hydroxy steroid resulting from deoxygenation at position 17 of estradiol or estrone.","2017-02-24","stevet",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives","Aromatic homopolycyclic compounds","Sterol Lipids (ST), C18 steroids (estrogens) and derivatives (ST0201)"
"4778","HJKVPZJVBHWFCQ-BDXSIMOUSA-N",62844,21993,"Glycine max","NCBI:txid3847","seed","BTO:0001226","null","null","MetaboLights","MTBLS117","null","","C","CHEBI:62844","ChEBI","null","estra-1,3,5(10)-trien-3-ol","A 3-hydroxy steroid resulting from deoxygenation at position 17 of estradiol or estrone.","2017-02-24","stevet",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives","Aromatic homopolycyclic compounds","Sterol Lipids (ST), C18 steroids (estrogens) and derivatives (ST0201)"
"4779","HJKVPZJVBHWFCQ-BDXSIMOUSA-N",62844,21992,"Glycine max","NCBI:txid3847","seed","BTO:0001226","null","null","MetaboLights","MTBLS118","null","","C","CHEBI:62844","ChEBI","null","estra-1,3,5(10)-trien-3-ol","A 3-hydroxy steroid resulting from deoxygenation at position 17 of estradiol or estrone.","2017-02-24","stevet",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives","Aromatic homopolycyclic compounds","Sterol Lipids (ST), C18 steroids (estrogens) and derivatives (ST0201)"
"4780","HJKXQQVDTIEFDD-FAVUQDIBSA-N",70589,6261,"Scytonema hofmanni","NCBI:txid34078","null","null","UTEX 1834","null","PubMed Id","21058727","Lyophilized cell material of freshwater cyanobacterium  was extracted with MeOH-CH2Cl2 (1:1)","","E","CHEBI:70589","MolConn","null","Scytonemide A","null","2014-09-22","LOADER",2,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Cyclic peptides","Aromatic heteromonocyclic compounds",""
"4781","HJMFZRRKMVZJCX-JZQYXDLISA-N",67911,3031,"Rosa laevigata","NCBI:txid74652","leaf","BTO:0000713","null","null","PubMed Id","21384845","70% EtOH extract of dried leaves","","C","CHEBI:67911","MolConn","null","2alpha,3beta-dihydroxyolean-13(18)-en-28-oic acid","A  pentacyclic triterpenoid that is olean-13(18)-en-28-oic acid substituted by hydroxy groups at positions 2 and 3 (the 2alpha,3beta-stereoisomer). It has been isolated from the leaves of Rosa laevigata.","2015-05-27","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","Aliphatic homopolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
"4782","HJNJAUYFFFOFBW-UHFFFAOYSA-N",2980,8292,"Callicarpa japonica","NCBI:txid105891","null","null","null","null","PubMed Id","9222055","null","","C","CHEBI:2980","KEGG COMPOUND","null","5,6,7-trimethoxyflavone","A trimethoxyflavone that is the 5,6,7-trimethyl ether derivative of baicalein. It has been isolated from the plant Callicarpa japonica and has been shown to exhibit antiviral activity.","2014-11-11","CHEBI",3,"Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","7-O-methylated flavonoids","Aromatic heteropolycyclic compounds","Flavones and Flavonols (PK1211), Benzopyranoids (PK1311)"
"4783","HJNZTHHOZWMVPB-WCSXKIRISA-N",66299,1396,"Kitasatospora","NCBI:txid2063","null","null","null","null","PubMed Id","17608530","null","","C","CHEBI:66299","MolConn","null","respirantin","A cyclodepsipeptide isolated from Streptomyces and Kitasatospora and has been shown to exhibit antimicrobial and antineoplastic activity.","2013-04-22","LOADER",3,"","","","","","",""
"4784","HJNZTHHOZWMVPB-WCSXKIRISA-N",66299,1395,"Streptomyces sp.","NCBI:txid1931","null","null","null","null","PubMed Id","8501018","null","","C","CHEBI:66299","MolConn","null","respirantin","A cyclodepsipeptide isolated from Streptomyces and Kitasatospora and has been shown to exhibit antimicrobial and antineoplastic activity.","2013-04-22","LOADER",3,"","","","","","",""
"4785","HJPCXYKWUOGDSW-KRSIWRBNSA-N",79151,7643,"Caenorhabditis elegans","NCBI:txid6239","null","null","null","null","PubMed Id","22239548","Detected in maoc-1(hj13),and dhs-28(hj8) mutant worms. ","","C","CHEBI:79151","ChEBI","null","oscr#29","An omega-hydroxy fatty acid ascaroside obtained by formal condensation of the alcoholic hydroxy group of (2E)-17-hydroxyheptadec-2-enoic acid with ascarylopyranose (the alpha anomer). It is a metabolite of the nematode Caenorhabditis elegans.","2018-02-20","gowen",3,"","","","","","",""
"4786","HJTBDPQCVMXWMZ-AQSJNEJESA-N",66598,1846,"Viburnum luzonicum","IPNI:149799-1","leaf","BTO:0000713","null","null","PubMed Id","15635247","null","","C","CHEBI:66598","MolConn","null","luzonial A","An iridoid monoterpenoid that is hexahydro-1H-cyclopenta[c]furan substituted by hydroxy groups at positions 1 and 3a, a 3-oxopropen-2yl group at position 6 and a trans-4-coumaroyloxy moiety at position 4 (the 1S,3aS,4S,6S,6aS stereoisomer). Isolated from the leaves of Viburnum luzonicum, it exhibits antineoplastic activity.","2013-03-26","LOADER",3,"","","","","","",""
"4787","HJTBDPQCVMXWMZ-FESMDYCJSA-N",66599,1847,"Viburnum luzonicum","IPNI:149799-1","leaf","BTO:0000713","null","null","PubMed Id","15635247","null","","C","CHEBI:66599","MolConn","null","luzonial B","An iridoid monoterpenoid that is hexahydro-1H-cyclopenta[c]furan substituted by hydroxy groups at positions 1 and 3a, a 3-oxopropen-2yl group at position 6 and a cis-4-coumaroyloxy moiety at position 4 (the 1S,3aS,4S,6S,6aS stereoisomer). Isolated from the leaves of Viburnum luzonicum, it exhibits antineoplastic activity.","2013-03-26","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acid esters","Aromatic heteropolycyclic compounds","Fatty esters (FA07), Fatty Acyls (FA)"
"4788","HJTVQHVGMGKONQ-LUZURFALSA-N",65737,623,"Etlingera elatior","NCBI:txid188493","rhizome","BTO:0001181","null","null","PubMed Id","15730265","null","","C","CHEBI:65737","MolConn","null","demethoxycurcumin","A beta-diketone that is curcumin in which one of the methoxy groups is replaced by hydrogen. It is found in Curcuma zedoaria and Etlingera elatior.","2014-08-04","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Curcuminoids","Aromatic homomonocyclic compounds",""
"4789","HJTVQHVGMGKONQ-LUZURFALSA-N",65737,624,"Curcuma zedoaria","NCBI:txid136224","null","null","null","null","PubMed Id","9868158","null","","C","CHEBI:65737","MolConn","null","demethoxycurcumin","A beta-diketone that is curcumin in which one of the methoxy groups is replaced by hydrogen. It is found in Curcuma zedoaria and Etlingera elatior.","2014-08-04","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Curcuminoids","Aromatic homomonocyclic compounds",""
"4790","HJUVXYVQIXPSJI-ICRWQPCKSA-N",65869,826,"Eucalyptus globulus","NCBI:txid34317","fruit","BTO:0000486","null","null","PubMed Id","18020353","Dried fruits","","C","CHEBI:65869","MolConn","null","eucalyptal A","An organic heterotetracyclic compound whose skeleton is composed of 3,5-diformyl-isopentyl substituted phloroglucinol fused with a cadinane ring system. Isolated from Eucalyptus globulus, it exhibits antineoplastic activity.","2013-08-19","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aromatic heteropolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Benzopyranoids (PK1311), Prenol Lipids (PR)"
"4791","HJXLLSHIQZPQLZ-BESHNSGQSA-N",88604,11136,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:88604","HMDB","null","PI(18:1(11Z)/18:1(11Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols","Aliphatic homomonocyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphoinositols (GP0601), Fatty Acyls (FA), Glycerophosphoinositols (GP06)"
"4792","HJYYPODYNSCCOU-ODRIEIDWSA-N",29673,9403,"Amycolatopsis mediterranei","NCBI:txid33910","null","null","OVA5-E7","null","PubMed Id","25256628","null","","C","CHEBI:29673","KEGG COMPOUND","null","rifamycin SV","A member of the class of rifamycins that exhibits antibiotic and antitubercular properties.","2018-12-04","CHEBI",3,"","","","","","",""
"4793","HKCYZTKHPLJZDR-UHFFFAOYSA-N",17248,6452,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:17248","ChEBI","null","6-lactoyl-5,6,7,8-tetrahydropterin","null","2018-02-06","CHEBI",3,"Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Pterins and derivatives","Aromatic heteropolycyclic compounds",""
